index,raw,smooth5,smooth20,smooth100
0,0.5241785382528081,0.46822941208903945,0.5120152779246891,0.343631523685965
1,0.36543392470720387,0.5512941199679999,0.49944055621970873,0.3488493339978589
2,0.5619221345251731,0.5147507435812715,0.4994873641242674,0.34702758257289695
3,0.7807574641020063,0.47820818808325083,0.4929189584044315,0.34269247200658476
4,0.34146165631916603,0.5640820439171796,0.44926279515236667,0.3453732596560864
5,0.3414657607627049,0.5700693534697905,0.43062803420781853,0.349750368983313
6,0.7948032038768479,0.47044414135264156,0.42652635727634813,0.3557748742570221
7,0.5918586822882272,0.5092798122681066,0.3948280950670675,0.35442958968793875
8,0.282631403516262,0.4978157754749425,0.39066007999824975,0.3539456794542813
9,0.5356400108964912,0.3955686470210601,0.38103808281887447,0.3543454173298153
10,0.28414557679688446,0.3692950241417164,0.35717535963954294,0.3549381136976326
11,0.2835675616074358,0.29710473120557407,0.3692870423384219,0.35324802501334657
12,0.46049056789150855,0.1837308374006242,0.3681931423469801,0.3561043426939331
13,-0.07832006116444945,0.17878734557919868,0.3609411381793205,0.35823768056861743
14,-0.03122945812825817,0.15143227724099034,0.32409391264655196,0.3547250050209039
15,0.2594281176897568,0.15504653029245236,0.32021604577402885,0.35980842870181695
16,0.14679221991639407,0.2053093387492817,0.32452929010726694,0.36114266649298604
17,0.4785618331488185,0.22094004530816877,0.29040171019564576,0.36360691851142496
18,0.1729939811196973,0.32233686021629515,0.2855050013105553,0.3661494938179999
19,0.04692407466617715,0.36168960120868954,0.28386544751075715,0.3624228884193466
20,0.7664121922303886,0.34935364481332204,0.2734372750935167,0.3623143555634073
21,0.3435559248783661,0.3235174392787098,0.271708663600805,0.3639470789516615
22,0.41688205117198096,0.3669134881192152,0.30068376282679493,0.3692937670926234
23,0.04381295344663583,0.2991771791586308,0.29749051912299534,0.3682649569489843
24,0.26390431886870436,0.25291631531184244,0.3081851355692691,0.37505405003207515
25,0.4277306474274665,0.26832480599472985,0.34002841987697185,0.3682273807975761
26,0.11225160564442432,0.30953028080946243,0.3317964683678462,0.37164309386982713
27,0.493924504586418,0.32216472954605774,0.34706765230958597,0.37542258200595624
28,0.24984032752029878,0.2865332694490946,0.31864368410364785,0.37450624311807174
29,0.3270765625516808,0.43669685754565657,0.3133916594364326,0.3753000858106268
30,0.2495733469426508,0.4172370953914763,0.33350622115148776,0.36666704160182073
31,0.8630695461272344,0.39438348343962154,0.32441644378991097,0.3696486211355651
32,0.39662569381551654,0.45009541653444485,0.32938075106086734,0.3728114627531475
33,0.13557226776102493,0.4191385646473636,0.32709104497241526,0.3757205795335131
34,0.6056362280257973,0.33696783517215445,0.3411366011052174,0.3769569817886651
35,0.09478908750724446,0.23965919021506238,0.3294598602821893,0.37634146660453455
36,0.4522158987511889,0.2261354342179359,0.3190752753058822,0.3793993685768558
37,-0.08991753096994387,0.1948512504062326,0.3277047103866636,0.3864710744827555
38,0.0679534877753924,0.2928167619045542,0.3362225129850792,0.3866880465779896
39,0.4492153089672809,0.290941996213815,0.34802572522867004,0.38652797045249765
40,0.5846166449988526,0.3831430882883917,0.32963389515905184,0.3889696832673122
41,0.4428420702974927,0.43449720595384883,0.3412062774293542,0.38785597703171737
42,0.3710879294029399,0.35072804464202123,0.3132392716177886,0.391451275472887
43,0.32472407610267784,0.2778125052225153,0.30494646192318825,0.3877775559153114
44,0.03036950240814318,0.24621215261502744,0.32581380214564787,0.38301036851004855
45,0.22003894790132286,0.30485067804538524,0.3284194847755574,0.38261544051959107
46,0.28484030726005316,0.33708677730327274,0.35532103188914765,0.37954203658606905
47,0.664280556554729,0.3228608690535074,0.3422200179113052,0.37647476263771046
48,0.4859045723921154,0.37505727794298255,0.3628507397616622,0.37550817947290843
49,-0.040760038840683466,0.3788351024701561,0.3835938582654371,0.3758666238674426
50,0.4810209923486988,0.2921328911439124,0.39332740690610263,0.3740383706514766
51,0.3037294298959209,0.3055357911075327,0.3781068966830939,0.36925815841382253
52,0.23076949992351034,0.4452377750004669,0.37364405595992156,0.3685522058598371
53,0.552919072210217,0.4755975824865371,0.36126047231469915,0.3660761982232685
54,0.6577498806239878,0.452890820346221,0.3500716857085569,0.3602629304091943
55,0.6328200297790496,0.47127630156895817,0.3787097833680772,0.3604450995668377
56,0.1901956191943404,0.457255658697093,0.4046608363301464,0.362040569101247
57,0.32269690603719636,0.4544829389284134,0.40951869444738953,0.3628080018155048
58,0.482815857850891,0.38396022108033895,0.4088488278433034,0.36132585952470214
59,0.6438862817805898,0.41663814840828,0.409074049536793,0.3631434214663464
60,0.28020644053867755,0.37678201850053933,0.42304805454626315,0.3616009065679661
61,0.35358525583404576,0.3004085157263276,0.4235144499976834,0.35796252276174967
62,0.12341625649849297,0.2922575504899195,0.44755343558371197,0.3590605624570523
63,0.10094834397983232,0.3840282638107252,0.45556713509866203,0.35860623230298977
64,0.6031314555985495,0.38971070656489937,0.4674792271858263,0.36954753819584746
65,0.7390600071427058,0.495204100159802,0.4218449193535051,0.3733789303651772
66,0.38199746960491654,0.5730962326162172,0.42047769916924294,0.3755385175441137
67,0.6508832244730061,0.5002139537662511,0.43205600656250304,0.37798381592068664
68,0.49040900626190853,0.4504717326131307,0.43218356937981983,0.3742765024951496
69,0.23872006134871895,0.5309740670154459,0.4291897861939691,0.3794036197202402
70,0.4903489013771035,0.47900612016534705,0.39215086067242844,0.3848142115552954
71,0.7845091416164923,0.5391565017036657,0.39539464004752567,0.3831276695005991
72,0.3910434902225121,0.44042523422943464,0.4021792843997202,0.3814186416148286
73,0.7911609139535016,0.4634505791727751,0.4344821471340645,0.38475680688044905
74,-0.25493627602243607,0.39090110426138513,0.4429563522066523,0.384814049689002
75,0.605475626093806,0.37774203869358935,0.42269360939056,0.3876421492348156
76,0.4217617670595428,0.3040978947296642,0.399468645988618,0.3928409818250659
77,0.32524816238353316,0.33570670420410675,0.41181129897964813,0.39324212495579497
78,0.4229401941338756,0.28362798459347,0.4033765266267439,0.3908871355859238
79,-0.09689222865022318,0.29713125975714877,0.3922340737665605,0.3926378607234399
80,0.34508202804062205,0.3859763295175179,0.40671391361304143,0.3921084059626326
81,0.48927814287793664,0.35547477977706043,0.40340993791103674,0.38973601391554075
82,0.769473511185379,0.4144285453624457,0.39629254321187324,0.3852767258912835
